pair_id,partition,peak_id,match_bin_index,match_bin_low_kev,positive_label,positive_source,positive_hdf5,positive_row,positive_event_id,positive_energy_kev,positive_qc_status,negative_label,negative_source,negative_hdf5,negative_row,negative_event_id,negative_energy_kev,negative_qc_status,source_weight
ba356_train_00011153,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200802_thr10_1.h5,37160,72655,356.2115783691406,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_122929_thr10_1.h5,82361,87584,356.3018493652344,WARN,1.0
ba356_train_00011154,train,ba133_356kev,707,353.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,63487,67293,353.8457336425781,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_224804_thr10_1.h5,6374,6812,353.9375305175781,PASS,1.0
ba356_train_00011155,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,45616,46710,355.00347900390625,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_160047_thr10_1.h5,4167,5528,355.2844543457031,WARN,1.0
ba356_train_00011156,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,32808,57555,356.3065185546875,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_174546_thr10_1.h5,28056,29501,356.2123107910156,PASS,1.0
ba356_train_00011157,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,94745,97008,354.106689453125,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_230248_thr10_1.h5,46622,49691,354.18609619140625,WARN,1.0
ba356_train_00011158,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,13759,14088,354.65338134765625,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_142656_thr10_1.h5,59702,61510,354.6568908691406,PASS,1.0
ba356_train_00011159,train,ba133_356kev,715,357.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200802_thr10_1.h5,49278,96267,357.5013732910156,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_160047_thr10_1.h5,55592,74255,357.5523986816406,WARN,1.0
ba356_train_00011160,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,74470,80077,354.68780517578125,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_172138_thr10_1.h5,33109,34870,354.5487060546875,PASS,1.0
ba356_train_00011161,train,ba133_356kev,711,355.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,52168,97665,355.53662109375,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_225146_thr10_1.h5,288,309,355.6372985839844,WARN,1.0
ba356_train_00011162,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,47408,50984,357.345703125,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_110806_thr10_1.h5,37069,44655,357.28924560546875,PASS,1.0
ba356_train_00011163,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,87538,92777,355.43731689453125,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_112023_thr10_1.h5,18505,22228,355.0247497558594,PASS,1.0
ba356_train_00011164,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,68307,69934,354.0141296386719,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_152732_thr10_1.h5,46254,61319,354.28204345703125,WARN,1.0
ba356_train_00011165,train,ba133_356kev,715,357.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,32723,34858,357.5226135253906,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_105435_thr10_1.h5,60543,71033,357.63848876953125,WARN,1.0
ba356_train_00011166,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,21057,22390,354.015625,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_161723_thr10_1.h5,23557,30626,354.47161865234375,PASS,1.0
ba356_train_00011167,train,ba133_356kev,715,357.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_172028_thr10_1.h5,739,1676,357.5682373046875,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_120853_thr10_1.h5,6751,8060,357.5079040527344,PASS,1.0
ba356_train_00011168,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,38062,66735,357.1455383300781,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_225526_thr10_1.h5,28318,30432,357.29315185546875,WARN,1.0
ba356_train_00011169,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101621_thr10_1.h5,90474,95456,356.9701232910156,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260807_203307_thr10_1.h5,68217,82125,356.6320495605469,PASS,1.0
ba356_train_00011170,train,ba133_356kev,715,357.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_172028_thr10_1.h5,4334,9807,357.5693054199219,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_122929_thr10_1.h5,70494,75031,357.5387878417969,WARN,1.0
ba356_train_00011171,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103342_thr10_1.h5,32197,34132,354.25115966796875,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_161723_thr10_1.h5,73652,96354,354.1076965332031,PASS,1.0
ba356_train_00011172,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,72369,76870,356.95477294921875,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_151913_thr10_1.h5,57896,77257,356.6507873535156,WARN,1.0
ba356_train_00011173,train,ba133_356kev,711,355.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,76168,80750,355.6123352050781,PASS,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260807_193106_thr10_1.h5,41112,55668,355.8685302734375,WARN,1.0
ba356_train_00011174,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,12833,13635,356.1258850097656,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_162540_thr10_1.h5,39644,52060,356.3271484375,WARN,1.0
ba356_train_00011175,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,8937,15790,354.6518859863281,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_160047_thr10_1.h5,9662,12850,354.8836975097656,WARN,1.0
ba356_train_00011176,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,53560,54836,355.3802490234375,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_185308_thr10_1.h5,30404,32048,355.16094970703125,PASS,1.0
ba356_train_00011177,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,17780,19128,357.0588073730469,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_143541_thr10_1.h5,11432,11775,357.3536682128906,WARN,1.0
ba356_train_00011178,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101621_thr10_1.h5,24302,25637,354.0143737792969,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260814_195020_thr10_1.h5,52711,54137,354.4480285644531,WARN,1.0
ba356_train_00011179,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,57947,61497,355.38458251953125,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_115623_thr10_1.h5,70193,88266,355.1669006347656,PASS,1.0
ba356_train_00011180,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,8882,15691,356.7662353515625,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260814_200734_thr10_1.h5,28212,28973,356.5435485839844,WARN,1.0
ba356_train_00011181,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,28458,52937,357.44805908203125,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_162540_thr10_1.h5,63992,83896,357.066162109375,WARN,1.0
ba356_train_00011182,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_172028_thr10_1.h5,39947,89608,356.3082275390625,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_161723_thr10_1.h5,47551,61998,356.4209899902344,PASS,1.0
ba356_train_00011183,train,ba133_356kev,707,353.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,17898,31342,353.9684143066406,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260807_190027_thr10_1.h5,23406,31539,353.8804626464844,WARN,1.0
ba356_train_00011184,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_172028_thr10_1.h5,17340,38643,355.2010498046875,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260807_183003_thr10_1.h5,61814,81452,355.39190673828125,PASS,1.0
ba356_train_00011185,train,ba133_356kev,715,357.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,37146,65161,357.50775146484375,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_105435_thr10_1.h5,58606,68746,357.5832824707031,WARN,1.0
ba356_train_00011186,train,ba133_356kev,715,357.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200802_thr10_1.h5,1794,3516,357.63671875,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_160047_thr10_1.h5,13717,18263,357.58734130859375,WARN,1.0
ba356_train_00011187,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,73823,75587,354.7734680175781,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260807_183003_thr10_1.h5,5801,7623,354.9725646972656,PASS,1.0
ba356_train_00011188,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,43779,46469,354.9885559082031,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260807_202859_thr10_1.h5,63600,76590,354.67010498046875,WARN,1.0
ba356_train_00011189,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,62748,64251,354.3863830566406,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_223655_thr10_1.h5,26212,28111,354.4590759277344,WARN,1.0
ba356_train_00011190,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200802_thr10_1.h5,9318,18429,357.3843994140625,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_152732_thr10_1.h5,37325,49524,357.1316833496094,WARN,1.0
ba356_train_00011191,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,92198,97756,357.4465637207031,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_152732_thr10_1.h5,64267,85057,357.3354187011719,WARN,1.0
ba356_train_00011192,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,31638,34044,356.38250732421875,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_225526_thr10_1.h5,43480,46661,356.3396911621094,WARN,1.0
ba356_train_00011193,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,59863,63549,355.4753112792969,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260807_204935_thr10_1.h5,41782,50195,355.1818542480469,PASS,1.0
ba356_train_00011194,train,ba133_356kev,707,353.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,21657,22949,353.94342041015625,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_205358_thr10_1.h5,29430,31423,353.8877258300781,PASS,1.0
ba356_train_00011195,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103749_thr10_1.h5,30163,32099,354.601806640625,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_110806_thr10_1.h5,9031,10901,354.762939453125,PASS,1.0
ba356_train_00011196,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,18435,34289,356.85491943359375,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_133642_thr10_1.h5,88258,93747,356.7396240234375,PASS,1.0
ba356_train_00011197,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,74066,75840,355.3858337402344,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_111211_thr10_1.h5,41089,49470,355.3396301269531,PASS,1.0
ba356_train_00011198,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,27768,29682,355.0208740234375,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_142656_thr10_1.h5,12293,12686,355.005859375,PASS,1.0
ba356_train_00011199,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,29563,31365,354.0224304199219,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_113540_thr10_1.h5,42534,51491,354.4254455566406,PASS,1.0
ba356_train_00011200,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103342_thr10_1.h5,41734,44231,354.8382873535156,PASS,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_144429_thr10_1.h5,55496,57069,354.5996398925781,PASS,1.0
ba356_train_00011201,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,38656,41017,356.6286315917969,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_133642_thr10_1.h5,93310,99106,356.8154296875,PASS,1.0
ba356_train_00011202,train,ba133_356kev,707,353.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,28180,29879,353.9111633300781,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_183845_thr10_1.h5,73098,76924,353.9327697753906,PASS,1.0
ba356_train_00011203,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,44536,47252,355.4976806640625,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_225526_thr10_1.h5,26817,28827,355.12933349609375,WARN,1.0
ba356_train_00011204,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,17360,32326,357.27874755859375,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260807_202046_thr10_1.h5,68716,82306,357.2711486816406,WARN,1.0
ba356_train_00011205,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,77103,81347,357.3955078125,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_151913_thr10_1.h5,6561,8855,357.43426513671875,WARN,1.0
ba356_train_00011206,train,ba133_356kev,711,355.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101621_thr10_1.h5,56436,59524,355.5542297363281,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_122929_thr10_1.h5,57145,60812,355.92315673828125,WARN,1.0
ba356_train_00011207,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200044_thr10_1.h5,8508,18284,355.37603759765625,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260807_204935_thr10_1.h5,50698,61009,355.1106262207031,PASS,1.0
ba356_train_00011208,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200802_thr10_1.h5,26387,51767,357.4620361328125,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_152732_thr10_1.h5,73370,97175,357.3592529296875,WARN,1.0
ba356_train_00011209,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,23446,43685,354.5728759765625,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_163357_thr10_1.h5,63501,82785,354.99017333984375,PASS,1.0
ba356_train_00011210,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200044_thr10_1.h5,17662,38031,354.50732421875,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_151913_thr10_1.h5,73432,98074,354.74029541015625,WARN,1.0
ba356_train_00011211,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200044_thr10_1.h5,18354,39568,356.0003356933594,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_223655_thr10_1.h5,75361,80676,356.13360595703125,WARN,1.0
ba356_train_00011212,train,ba133_356kev,711,355.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,43427,81109,355.7389221191406,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_163357_thr10_1.h5,21065,27392,355.9870300292969,PASS,1.0
ba356_train_00011213,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200044_thr10_1.h5,7840,16909,356.0463562011719,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_173120_thr10_1.h5,38969,41001,356.4422302246094,PASS,1.0
ba356_train_00011214,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,8806,16384,357.17413330078125,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_115623_thr10_1.h5,42411,53459,357.0333251953125,PASS,1.0
ba356_train_00011215,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,12366,22999,356.61651611328125,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_163357_thr10_1.h5,13659,17798,356.5911560058594,PASS,1.0
ba356_train_00011216,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,54465,55771,354.92950439453125,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_224804_thr10_1.h5,2974,3165,354.67523193359375,PASS,1.0
ba356_train_00011217,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,32389,33145,354.306396484375,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_174057_thr10_1.h5,11062,11620,354.48614501953125,PASS,1.0
ba356_train_00011218,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,18344,18782,356.8276672363281,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_115211_thr10_1.h5,24065,29780,356.8974914550781,PASS,1.0
ba356_train_00011219,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,3058,5407,354.4433898925781,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_133642_thr10_1.h5,84372,89621,354.03399658203125,PASS,1.0
ba356_train_00011220,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,88811,95467,356.06463623046875,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_173120_thr10_1.h5,34337,36097,356.417236328125,PASS,1.0
ba356_train_00011221,train,ba133_356kev,711,355.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_101223_thr10_1.h5,61666,66366,355.5594482421875,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_162540_thr10_1.h5,71927,94510,355.545166015625,WARN,1.0
ba356_train_00011222,train,ba133_356kev,711,355.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_104154_thr10_1.h5,60541,64190,355.97454833984375,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_180957_thr10_1.h5,86336,91093,355.5495910644531,PASS,1.0
ba356_train_00011223,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_200802_thr10_1.h5,42256,82778,355.27899169921875,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260814_230248_thr10_1.h5,86208,91922,355.4897766113281,WARN,1.0
ba356_train_00011224,train,ba133_356kev,708,354.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,45861,85854,354.43060302734375,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_120853_thr10_1.h5,44095,52874,354.4106140136719,PASS,1.0
ba356_train_00011225,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_172028_thr10_1.h5,2376,5414,357.3197326660156,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260814_140930_thr10_1.h5,2225,2320,357.4645080566406,PASS,1.0
ba356_train_00011226,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,65816,67390,357.1968688964844,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_112023_thr10_1.h5,55592,66998,357.48150634765625,PASS,1.0
ba356_train_00011227,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,41155,43716,355.1585998535156,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_120445_thr10_1.h5,55593,66544,355.2262268066406,PASS,1.0
ba356_train_00011228,train,ba133_356kev,712,356.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_174148_thr10_1.h5,883,1653,356.2044982910156,PASS,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_161723_thr10_1.h5,73533,96206,356.2987976074219,PASS,1.0
ba356_train_00011229,train,ba133_356kev,713,356.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_102915_thr10_1.h5,29014,30980,356.51080322265625,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_115623_thr10_1.h5,71140,89427,356.8504333496094,PASS,1.0
ba356_train_00011230,train,ba133_356kev,710,355.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,10021,17645,355.2642517089844,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_163357_thr10_1.h5,48144,62891,355.2987365722656,PASS,1.0
ba356_train_00011231,train,ba133_356kev,711,355.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260807_195343_thr10_1.h5,11018,19407,355.77386474609375,WARN,0,na22,processed_data/waveform_hdf5_corrected/na22_preamp_250msps_20260807_190027_thr10_1.h5,16308,22003,355.6097412109375,WARN,1.0
ba356_train_00011232,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,20448,20925,357.2308044433594,WARN,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_scout_250msps_20260807_120445_thr10_1.h5,21643,25906,357.10101318359375,PASS,1.0
ba356_train_00011233,train,ba133_356kev,714,357.0,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_105008_thr10_1.h5,22160,22677,357.0707092285156,WARN,0,cs137,processed_data/waveform_hdf5_corrected/cs137_preamp_250msps_20260807_152732_thr10_1.h5,60712,80422,357.115966796875,WARN,1.0
ba356_train_00011234,train,ba133_356kev,709,354.5,1,ba133,processed_data/waveform_hdf5_corrected/ba133_preamp_250msps_20260814_103342_thr10_1.h5,11102,11787,354.8664245605469,PASS,0,co60,processed_data/waveform_hdf5_corrected/co60_preamp_250msps_20260810_100143_thr10_1.h5,6636,8085,354.93304443359375,PASS,1.0
